"gene name","gene symbol","entrez"
"cancer/testis antigen 62","CT62",196993
"GRAM domain containing 2","GRAMD2",196996
"uncharacterized protein MGC15885","MGC15885",197003
"lactase-like","LCTL",197021
"ubiquitin protein ligase E3 component n-recognin 1","UBR1",197131
"protein associated with topoisomerase II homolog 2 (yeast)","PATL2",197135
"uncharacterized LOC197187","MGC23284",197187
"long intergenic non-protein coding RNA 311","LINC00311",197196
"lactate dehydrogenase D","LDHD",197257
"fucokinase","FUK",197258
"mixed lineage kinase domain-like","MLKL",197259
"zinc finger protein 778","ZNF778",197320
"acyl-CoA synthetase family member 3","ACSF3",197322
"WD repeat domain 90","WDR90",197335
"essential meiotic endonuclease 1 homolog 2 (S. pombe)","EME2",197342
"caspase 16, apoptosis-related cysteine peptidase (putative)","CASP16",197350
"NLR family, CARD domain containing 3","NLRC3",197358
"non-SMC element 1 homolog (S. cerevisiae)","NSMCE1",197370
"zinc finger protein 48","ZNF48",197407
"DAZ interacting protein 1-like","DZIP1L",199221
"tetratricopeptide repeat domain 21A","TTC21A",199223
"chromosome 19 open reading frame 59","C19orf59",199675
"zinc finger protein 627","ZNF627",199692
"DAN domain family, member 5","DAND5",199699
"zinc finger protein 585A","ZNF585A",199704
"NLR family, pyrin domain containing 7","NLRP7",199713
"gametogenetin","GGN",199720
"cell adhesion molecule 4","CADM4",199731
"THAP domain containing 8","THAP8",199745
"U2 small nuclear RNA auxiliary factor 1-like 4","U2AF1L4",199746
"zinc finger protein 626","ZNF626",199777
"family with sequence similarity 129, member C","FAM129C",199786
"chromosome 19 open reading frame 76","C19orf76",199800
"late cornified envelope 4A","LCE4A",199834
"asparagine-linked glycosylation 14 homolog (S. cerevisiae)","ALG14",199857
"family with sequence similarity 76, member A","FAM76A",199870
"phosphodiesterase 4D interacting protein-like","LOC199882",199882
"chromosome 1 open reading frame 168","C1orf168",199920
"transmembrane protein 201","TMEM201",199953
"transmembrane protein 61","TMEM61",199964
"cytochrome P450, family 4, subfamily Z, polypeptide 1","CYP4Z1",199974
"chromosome 1 open reading frame 86","C1orf86",199990
"CUB domain containing protein 2","CDCP2",200008
"solute carrier family 5 (sodium/glucose cotransporter), member 9","SLC5A9",200010
"coiled-coil and C2 domain containing 1B","CC2D1B",200014
"neuroblastoma breakpoint family, member 11","NBPF11",200030
"nudix (nucleoside diphosphate linked moiety X)-type motif 17","NUDT17",200035
"uncharacterized protein FLJ23867","FLJ23867",200058
"taxilin alpha","TXLNA",200081
"Tctex1 domain containing 1","TCTEX1D1",200132
"phospholipase D family, member 5","PLD5",200150
"chromosome 1 open reading frame 100","C1orf100",200159
"sperm associated antigen 17","SPAG17",200162
"schlafen-like 1","SLFNL1",200172
"keratinocyte associated protein 2","KRTCAP2",200185
"CREB regulated transcription coactivator 2","CRTC2",200186
"chromosome 1 open reading frame 126","C1orf126",200197
"IBA57, iron-sulfur cluster assembly homolog (S. cerevisiae)","IBA57",200205
"family with sequence similarity 209, member A","FAM209A",200232
"uncharacterized LOC200261","LOC200261",200261
"ring finger protein 215","RNF215",200312
"apolipoprotein B mRNA editing enzyme, catalytic polypeptide-like 3A","APOBEC3A",200315
"apolipoprotein B mRNA editing enzyme, catalytic polypeptide-like 3F","APOBEC3F",200316
"primary ciliary dyskinesia protein 1","PCDP1",200373
"von Willebrand factor A domain containing 3B","VWA3B",200403
"cellular repressor of E1A-stimulated genes 2","CREG2",200407
"Alstrom syndrome 1 pseudogene","ALMS1P",200420
"tet methylcytosine dioxygenase 3","TET3",200424
"gastrokine 2","GKN2",200504
"chromosome 2 open reading frame 51","C2orf51",200523
"ankyrin repeat domain 23","ANKRD23",200539
"aprataxin and PNKP like factor","APLF",200558
"phosphoinositide kinase, FYVE finger containing","PIKFYVE",200576
"keratinocyte associated protein 3","KRTCAP3",200634
"hCG1657980","LOC200726",200726
"transmembrane protein 17","TMEM17",200728
"sprouty-related, EVH1 domain containing 2","SPRED2",200734
"tigger transposable element derived 1","TIGD1",200765
"asparagine-linked glycosylation 1-like","ALG1L",200810
"chromosome 3 open reading frame 67","C3orf67",200844
"potassium channel tetramerisation domain containing 6","KCTD6",200845
"lipase, member H","LIPH",200879
"ADP-ribosylation factor-like 13B","ARL13B",200894
"dihydrofolate reductase-like 1","DHFRL1",200895
"5-hydroxytryptamine (serotonin) receptor 3D, ionotropic","HTR3D",200909
"ribosomal protein L22-like 1","RPL22L1",200916
"organic solute transporter alpha","OSTalpha",200931
"F-box protein 45","FBXO45",200933
"kelch domain containing 8B","KLHDC8B",200942
"mucin 20, cell surface associated","MUC20",200958
"gamma-aminobutyric acid (GABA) A receptor, rho 3","GABRR3",200959
"centrosomal protein 112kDa","CEP112",201134
"dehydrogenase/reductase (SDR family) member 7C","DHRS7C",201140
"family with sequence similarity 18, member B2","FAM18B2",201158
"centromere protein V","CENPV",201161
"folliculin","FLCN",201163
"phospholipase D family, member 6","PLD6",201164
"Rho GTPase activating protein 27","ARHGAP27",201176
"sterile alpha motif domain containing 14","SAMD14",201191
"chromosome 17 open reading frame 108","C17orf108",201229
"solute carrier family 16, member 13 (monocarboxylic acid transporter 13)","SLC16A13",201232
"chromosome 17 open reading frame 74","C17orf74",201243
"stimulated by retinoic acid 13 homolog (mouse)","STRA13",201254
"leucine rich repeat containing 45","LRRC45",201255
"solute carrier family 39 (metal ion transporter), member 11","SLC39A11",201266
"archaelysin family metallopeptidase 2 pseudogene 1","AMZ2P1",201283
"tripartite motif containing 65","TRIM65",201292
"unc-13 homolog D (C. elegans)","UNC13D",201294
"RAD52 motif 1","RDM1",201299
"spinster homolog 3 (Drosophila)","SPNS3",201305
"F-box protein 15","FBXO15",201456
"RAB12, member RAS oncogene family","RAB12",201475
"zinc finger and BTB domain containing 7C","ZBTB7C",201501
"zinc finger protein 584","ZNF584",201514
"zinc finger and SCAN domain containing 4","ZSCAN4",201516
"protein tyrosine phosphatase-like (proline instead of catalytic arginine), member b","PTPLB",201562
"STT3, subunit of the oligosaccharyltransferase complex, homolog B (S. cerevisiae)","STT3B",201595
"dynein, axonemal, heavy chain 12","DNAH12",201625
"phosphodiesterase 12","PDE12",201626
"family with sequence similarity 116, member A","FAM116A",201627
"T cell immunoreceptor with Ig and ITIM domains","TIGIT",201633
"chromosome 4 open reading frame 46","C4orf46",201725
"solute carrier family 10 (sodium/bile acid cotransporter family), member 4","SLC10A4",201780
"tigger transposable element derived 4","TIGD4",201798
"transmembrane protein 154","TMEM154",201799
"chromosome 4 open reading frame 34","C4orf34",201895
"transmembrane protein 192","TMEM192",201931
"RWD domain containing 4","RWDD4",201965
"coiled-coil domain containing 111","CCDC111",201973
"transmembrane anterior posterior transformation 1","TAPT1",202018
"uncharacterized FLJ39653","FLJ39653",202020
"spermatogenesis associated 24","SPATA24",202051
"DnaJ (Hsp40) homolog, subfamily C, member 18","DNAJC18",202052
"family with sequence similarity 153, member B","FAM153B",202134
"RAN binding protein 3-like","RANBP3L",202151
"chromosome 5 open reading frame 25 pseudogene","LOC202181",202181
"coiled-coil domain containing 125","CCDC125",202243
"chromosome 5 open reading frame 27","C5orf27",202299
"GRB2-binding adaptor protein, transmembrane","GAPT",202309
"cardiomyopathy associated 5","CMYA5",202333
"serine/threonine kinase 32A","STK32A",202374
"oligosaccharyltransferase complex subunit pseudogene 1","OSTCP1",202459
"t-complex-associated-testis-expressed 1","TCTE1",202500
"KH domain containing, RNA binding, signal transduction associated 2","KHDRBS2",202559
"uncharacterized LOC202781","LOC202781",202781
"chromosome 7 open reading frame 33","C7orf33",202865
"transmembrane protein 184A","TMEM184A",202915
"aarF domain containing kinase 5","ADCK5",203054
"t-SNARE domain containing 1","TSNARE1",203062
"tubulin, beta class I","TUBB",203068
"R3H domain and coiled-coil containing 1","R3HCC1",203069
"protease, serine, 55","PRSS55",203074
"chromosome 8 open reading frame 74","C8orf74",203076
"HtrA serine peptidase 4","HTRA4",203100
"ADAM metallopeptidase domain 32","ADAM32",203102
"chromosome 8 open reading frame 47","C8orf47",203111
"leucine-rich repeat LGI family, member 3","LGI3",203190
"chromosome 9 open reading frame 91","C9orf91",203197
"chromosome 9 open reading frame 72","C9orf72",203228
"coiled-coil domain containing 171","CCDC171",203238
"nuclear apoptosis inducing factor 1","NAIF1",203245
"family with sequence similarity 219, member A","FAM219A",203259
"coiled-coil domain containing 107","CCDC107",203260
"ankyrin repeat and sterile alpha motif domain containing 6","ANKS6",203286
"sushi domain containing 3","SUSD3",203328
"chromosome X open reading frame 61","CXorf61",203413
"chromosome X open reading frame 24","CXorf24",203414
"solute carrier family 25, member 43","SLC25A43",203427
"family with sequence similarity 226, member A (non-protein coding)","FAM226A",203429
"zinc finger, CCHC domain containing 5","ZCCHC5",203430
"Nik related kinase","NRK",203447
"high mobility group box 3 pseudogene 30","HMGB3P30",203510
"DEAD/H (Asp-Glu-Ala-Asp/His) box polypeptide 26B","DDX26B",203522
"zinc finger protein 449","ZNF449",203523
"VMA21 vacuolar H+-ATPase homolog (S. cerevisiae)","VMA21",203547
"transmembrane protein 31","TMEM31",203562
"P antigen family, member 2 (prostate associated)","PAGE2",203569
"chromodomain protein, Y-linked, 2B","CDY2B",203611
"anoctamin 5","ANO5",203859
"ribosomal protein SA pseudogene 52","RPSAP52",204010
"ceramide synthase 3","CERS3",204219
"protein disulfide isomerase-like, testis expressed","PDILT",204474
"NLR family, pyrin domain containing 11","NLRP11",204801
"homeodomain interacting protein kinase 1","HIPK1",204851
"solute carrier family 44, member 5","SLC44A5",204962
"family with sequence similarity 123C","FAM123C",205147
"long intergenic non-protein coding RNA 116","LINC00116",205251
"chromosome 2 open reading frame 69","C2orf69",205327
"chromosome 3 open reading frame 58","C3orf58",205428
"SUMO1/sentrin specific peptidase 5","SENP5",205564
"KIAA2018","KIAA2018",205717
"tripartite motif family-like 2","TRIML2",205860
"laeverin","AQPEP",206338
"solute carrier family 36 (proton/amino acid symporter), member 1","SLC36A1",206358
"phosphatidylinositol-4-phosphate 5-kinase, type I, pseudogene 1","PIP5K1P1",206426
"dehydrogenase/reductase (SDR family) X-linked","DHRSX",207063
"surfactant associated 1, pseudogene","SFTA1P",207107
"sterile alpha motif domain containing 9-like","SAMD9L",219285
"family with sequence similarity 123A","FAM123A",219287
"ATPase family, AAA domain containing 3C","ATAD3C",219293
"ubiquitin specific peptidase 12","USP12",219333
"placenta-specific 9","PLAC9",219348
"mitochondrial translational initiation factor 3","MTIF3",219402
"GS homeobox 1","GSX1",219409
"olfactory receptor, family 8, subfamily U, member 1","OR8U1",219417
"olfactory receptor, family 4, subfamily C, member 16","OR4C16",219428
"olfactory receptor, family 4, subfamily C, member 11","OR4C11",219429
"olfactory receptor, family 4, subfamily S, member 2","OR4S2",219431
"olfactory receptor, family 4, subfamily C, member 6","OR4C6",219432
"olfactory receptor, family 5, subfamily D, member 14","OR5D14",219436
"olfactory receptor, family 5, subfamily L, member 1","OR5L1",219437
"olfactory receptor, family 5, subfamily D, member 18","OR5D18",219438
"olfactory receptor, family 7, subfamily E, member 5 pseudogene","OR7E5P",219445
"olfactory receptor, family 5, subfamily AS, member 1","OR5AS1",219447
"olfactory receptor, family 8, subfamily K, member 5","OR8K5",219453
"olfactory receptor, family 5, subfamily T, member 2","OR5T2",219464
"olfactory receptor, family 8, subfamily H, member 1","OR8H1",219469
"olfactory receptor, family 8, subfamily K, member 3","OR8K3",219473
"olfactory receptor, family 8, subfamily J, member 1","OR8J1",219477
"olfactory receptor, family 5, subfamily R, member 1","OR5R1",219479
"olfactory receptor, family 5, subfamily M, member 3","OR5M3",219482
"olfactory receptor, family 5, subfamily M, member 8","OR5M8",219484
"olfactory receptor, family 5, subfamily M, member 11","OR5M11",219487
"olfactory receptor, family 5, subfamily AR, member 1","OR5AR1",219493
"leucine rich repeat containing 55","LRRC55",219527
"smoothelin-like 1","SMTNL1",219537
"yippee-like 4 (Drosophila)","YPEL4",219539
"mediator complex subunit 19","MED19",219541
"chromosome 7 open reading frame 62","C7orf62",219557
"zinc finger protein 804B","ZNF804B",219578
"folate hydrolase 1B","FOLH1B",219595
"chromosome 10 open reading frame 107","C10orf107",219621
"transmembrane protein 26","TMEM26",219623
"zinc finger, CCHC domain containing 24","ZCCHC24",219654
"enkurin, TRPC channel interacting protein","ENKUR",219670
"armadillo repeat containing 3","ARMC3",219681
"unc-5 homolog B (C. elegans)","UNC5B",219699
"storkhead box 1","STOX1",219736
"chromosome 10 open reading frame 35","C10orf35",219738
"trypsin domain containing 1","TYSND1",219743
"zinc finger protein 25","ZNF25",219749
"gap junction protein, delta 4, 40.1kDa","GJD4",219770
"cyclin Y","CCNY",219771
"rhotekin 2","RTKN2",219790
"thymus, brain and testes associated","TBATA",219793
"chromosome 11 open reading frame 45","C11orf45",219833
"hydrolethalus syndrome 1","HYLS1",219844
"transmembrane protein 218","TMEM218",219854
"solute carrier family 37 (glycerol-3-phosphate transporter), member 2","SLC37A2",219855
"olfactory receptor, family 8, subfamily B, member 12","OR8B12",219858
"olfactory receptor, family 8, subfamily G, member 5","OR8G5",219865
"olfactory receptor, family 10, subfamily G, member 8","OR10G8",219869
"olfactory receptor, family 10, subfamily G, member 9","OR10G9",219870
"olfactory receptor, family 10, subfamily S, member 1","OR10S1",219873
"olfactory receptor, family 6, subfamily T, member 1","OR6T1",219874
"olfactory receptor, family 4, subfamily D, member 5","OR4D5",219875
"tubulin folding cofactor E-like","TBCEL",219899
"transmembrane protein 136","TMEM136",219902
"mitochondrial ribosomal protein L21","MRPL21",219927
"two pore segment channel 2","TPCN2",219931
"spermatogenesis associated 19","SPATA19",219938
"olfactory receptor, family 6, subfamily Q, member 1","OR6Q1",219952
"olfactory receptor, family 9, subfamily I, member 1","OR9I1",219954
"olfactory receptor, family 9, subfamily Q, member 1","OR9Q1",219956
"olfactory receptor, family 9, subfamily Q, member 2","OR9Q2",219957
"olfactory receptor, family 1, subfamily S, member 2","OR1S2",219958
"olfactory receptor, family 1, subfamily S, member 1","OR1S1",219959
"olfactory receptor, family 10, subfamily Q, member 1","OR10Q1",219960
"olfactory receptor, family 5, subfamily B, member 17","OR5B17",219965
"olfactory receptor, family 5, subfamily B, member 21","OR5B21",219968
"glycine-N-acyltransferase-like 2","GLYATL2",219970
"macrophage expressed 1","MPEG1",219972
"olfactory receptor, family 5, subfamily A, member 2","OR5A2",219981
"olfactory receptor, family 5, subfamily A, member 1","OR5A1",219982
"olfactory receptor, family 4, subfamily D, member 6","OR4D6",219983
"olfactory receptor, family 4, subfamily D, member 11","OR4D11",219986
"protein associated with topoisomerase II homolog 1 (yeast)","PATL1",219988
"placenta-specific 1-like","PLAC1L",219990
"membrane-spanning 4-domains, subfamily A, member 15","MS4A15",219995
"von Willebrand factor C and EGF domains","VWCE",220001
"cytochrome b, ascorbate dependent 3","CYBASC3",220002
"protein phosphatase 1, regulatory subunit 32","PPP1R32",220004
